ID,Gender,Age,Member Since,Income,# of Orders,,,,,,,,
13507, F,69,20180307,58000,13,,,,,,,,
13508, F,67,20170723,105000,4,,,,,,,,
13509, M,54,20170402,36000,27,,,,,,,,
13510, F,46,20170911,57000,8,,,,,,,,
13511, M,67,20170121,87000,4,,,,,,,,
13512, M,78,20170426,43000,7,,,,,,,,
13513, F,61,20170318,75000,12,,,,,,,,
13514, M,69,20170408,58000,4,,,,,,,,
13515, M,72,20160720,43000,9,,,,,,,,
13516, M,36,20171118,45000,8,,,,,,,,
13517, M,58,20180223,103000,28,,,,,,,,
13518, F,62,20160502,85000,8,,,,,,,,
13519, M,27,20180202,60000,19,,,,,,,,
13520, F,57,20180702,64000,5,,,,,,,,
13521, F,58,20150315,34000,14,,,,,,,,
13522, F,70,20171222,83000,25,,,,,,,,
13523, M,56,20170816,69000,57,,,,,,,,
13524, F,61,20170917,71000,12,,,,,,,,
13525, F,49,20151015,113000,7,,,,,,,,
13526, O,72,20180404,82000,4,,,,,,,,
13527, M,78,20171001,31000,71,,,,,,,,
13528, F,54,20140929,51000,4,,,,,,,,
13529, M,65,20160929,90000,8,,,,,,,,
13530, M,61,20131231,31000,39,,,,,,,,
13531, F,29,20180113,68000,47,,,,,,,,
13532, F,36,20180606,71000,5,,,,,,,,
13533, M,55,20170910,72000,36,,,,,,,,
13534, M,62,20180621,45000,6,,,,,,,,
13535, F,60,20160110,66000,10,,,,,,,,
13536, F,77,20180726,74000,5,,,,,,,,
13537, F,58,20171112,109000,46,,,,,,,,
13538, F,56,20160723,84000,11,,,,,,,,
13539, F,59,20171226,110000,8,,,,,,,,
13540, M,26,20161120,46000,5,,,,,,,,
13541, M,49,20171214,52000,7,,,,,,,,
13542, M,19,20140224,73000,6,,,,,,,,
13543, M,53,20170730,59000,8,,,,,,,,
13544, M,22,20130911,35000,4,,,,,,,,
13545, F,68,20171006,109000,6,,,,,,,,
13546, M,67,20160817,75000,8,,,,,,,,
13547, M,61,20170914,73000,15,,,,,,,,
13548, F,63,20171218,67000,51,,,,,,,,
13549, F,84,20160908,79000,5,,,,,,,,
13550, M,55,20160727,69000,7,,,,,,,,
13551, M,68,20170119,48000,11,,,,,,,,
13552, M,38,20180118,30000,6,,,,,,,,
13553, M,50,20150701,67000,10,,,,,,,,
13554, M,88,20160203,56000,29,,,,,,,,
13555, M,82,20170623,104000,20,,,,,,,,
13556, M,57,20180723,64000,5,,,,,,,,
13557, F,20,20171023,63000,23,,,,,,,,
13558, M,52,20180701,47000,33,,,,,,,,
13559, F,54,20160226,102000,54,,,,,,,,
13560, M,53,20180614,69000,7,,,,,,,,
13561, F,57,20171001,76000,6,,,,,,,,
13562, M,20,20140803,60000,88,,,,,,,,
13563, F,73,20151120,60000,27,,,,,,,,
13564, M,28,20171023,37000,11,,,,,,,,
13565, M,50,20140926,60000,5,,,,,,,,
13566, M,52,20170811,35000,5,,,,,,,,
13567, M,63,20180301,58000,7,,,,,,,,
13568, M,60,20160813,68000,22,,,,,,,,
13569, M,60,20171221,46000,11,,,,,,,,
13570, M,61,20150803,53000,4,,,,,,,,
13571, M,68,20170731,108000,19,,,,,,,,
13572, M,52,20170922,62000,11,,,,,,,,
13573, F,57,20170717,106000,5,,,,,,,,
13574, F,52,20171224,68000,20,,,,,,,,
13575, F,77,20180414,106000,15,,,,,,,,
13576, F,68,20170115,51000,4,,,,,,,,
13577, M,70,20170129,56000,5,,,,,,,,
13578, M,48,20171203,64000,12,,,,,,,,
13579, M,37,20161222,96000,5,,,,,,,,
13580, M,84,20160320,53000,5,,,,,,,,
13581, O,73,20170908,43000,9,,,,,,,,
13582, M,60,20171118,57000,6,,,,,,,,
13583, M,30,20151231,42000,7,,,,,,,,
13584, F,36,20160615,39000,5,,,,,,,,
13585, M,65,20151024,96000,25,,,,,,,,
13586, M,24,20170220,56000,8,,,,,,,,
13587, F,53,20180329,89000,6,,,,,,,,
13588, M,37,20170904,43000,4,,,,,,,,
13589, F,60,20160419,62000,20,,,,,,,,
13590, M,57,20180225,92000,7,,,,,,,,
13591, M,47,20180126,72000,17,,,,,,,,
13592, F,50,20160810,99000,8,,,,,,,,
13593, F,50,20170110,73000,36,,,,,,,,
13594, M,24,20140111,51000,5,,,,,,,,
13595, M,54,20171021,69000,7,,,,,,,,
13596, M,38,20180319,37000,57,,,,,,,,
13597, F,50,20160625,32000,4,,,,,,,,
13598, M,58,20180606,74000,23,,,,,,,,
13599, M,40,20160912,42000,7,,,,,,,,
13600, F,37,20161217,31000,6,,,,,,,,
13601, F,59,20160424,103000,4,,,,,,,,
13602, M,40,20151227,49000,6,,,,,,,,
13603, M,30,20180720,51000,4,,,,,,,,
13604, F,62,20171126,83000,4,,,,,,,,
13605, F,55,20171015,75000,4,,,,,,,,
13606, F,70,20131020,45000,9,,,,,,,,
13607, F,40,20170628,69000,63,,,,,,,,
13608, M,61,20160414,82000,30,,,,,,,,
13609, M,57,20140110,93000,5,,,,,,,,
13610, M,67,20161107,75000,5,,,,,,,,
13611, F,59,20160201,94000,4,,,,,,,,
13612, M,46,20151115,68000,4,,,,,,,,
13613, F,18,20170911,31000,15,,,,,,,,
13614, M,26,20160410,57000,9,,,,,,,,
13615, M,22,20170414,32000,21,,,,,,,,
13616, M,29,20180416,41000,11,,,,,,,,
13617, M,25,20180616,46000,16,,,,,,,,
13618, F,42,20180529,84000,53,,,,,,,,
13619, M,57,20160102,30000,5,,,,,,,,
13620, M,30,20151128,51000,59,,,,,,,,
13621, F,93,20170330,65000,9,,,,,,,,
13622, M,30,20170329,66000,9,,,,,,,,
13623, M,58,20180123,51000,85,,,,,,,,
13624, M,75,20171207,58000,6,,,,,,,,
13625, F,37,20150825,90000,5,,,,,,,,
13626, M,41,20151024,100000,8,,,,,,,,
13627, M,75,20170120,98000,5,,,,,,,,
13628, M,73,20171207,115000,70,,,,,,,,
13629, F,71,20180311,61000,4,,,,,,,,
13630, M,75,20161209,50000,5,,,,,,,,
13631, M,80,20180415,71000,7,,,,,,,,
13632, M,21,20171212,54000,18,,,,,,,,
13633, F,61,20180123,105000,8,,,,,,,,
13634, F,25,20141028,73000,37,,,,,,,,
13635, F,84,20180408,69000,6,,,,,,,,
13636, M,28,20180515,36000,5,,,,,,,,
13637, M,65,20171118,80000,5,,,,,,,,
13638, M,61,20170911,71000,8,,,,,,,,
13639, F,68,20180225,85000,11,,,,,,,,
13640, M,71,20161229,75000,5,,,,,,,,
13641, M,43,20160305,47000,5,,,,,,,,
13642, M,52,20180526,93000,4,,,,,,,,
13643, F,63,20151105,72000,44,,,,,,,,
13644, M,60,20180107,76000,31,,,,,,,,
13645, F,52,20170514,75000,13,,,,,,,,
13646, M,51,20160214,48000,4,,,,,,,,
13647, M,59,20150225,61000,6,,,,,,,,
13648, M,44,20170818,41000,12,,,,,,,,
13649, F,26,20170928,41000,23,,,,,,,,
13650, M,28,20171117,68000,38,,,,,,,,
13651, F,80,20160811,62000,17,,,,,,,,
13652, F,37,20171217,67000,6,,,,,,,,
13653, F,49,20160125,84000,27,,,,,,,,
13654, M,57,20160213,85000,11,,,,,,,,
13655, F,45,20170614,65000,48,,,,,,,,
13656, O,48,20170623,94000,13,,,,,,,,
13657, M,56,20171206,63000,10,,,,,,,,
13658, M,48,20171009,74000,8,,,,,,,,
13659, M,41,20180217,98000,6,,,,,,,,
13660, F,55,20171023,57000,7,,,,,,,,
13661, M,28,20170824,65000,7,,,,,,,,
13662, F,44,20160331,81000,19,,,,,,,,
13663, M,52,20180116,53000,8,,,,,,,,
13664, F,84,20160930,52000,5,,,,,,,,
13665, M,38,20170503,71000,12,,,,,,,,
13666, M,62,20180716,37000,20,,,,,,,,
13667, M,24,20150417,64000,6,,,,,,,,
13668, M,69,20180309,70000,14,,,,,,,,
13669, F,26,20160913,38000,8,,,,,,,,
13670, F,59,20150925,56000,44,,,,,,,,
13671, M,21,20150131,47000,34,,,,,,,,
13672, F,63,20180126,63000,12,,,,,,,,
13673, F,52,20160628,39000,5,,,,,,,,
13674, M,41,20141105,68000,11,,,,,,,,
13675, M,46,20160502,75000,16,,,,,,,,
13676, M,35,20160511,33000,6,,,,,,,,
13677, M,21,20170809,74000,5,,,,,,,,
13678, F,34,20180615,38000,19,,,,,,,,
13679, M,19,20151212,42000,4,,,,,,,,
13680, F,59,20180715,74000,5,,,,,,,,
13681, M,67,20170106,33000,24,,,,,,,,
13682, M,40,20180421,35000,4,,,,,,,,
13683, M,71,20160312,44000,9,,,,,,,,
13684, M,56,20170830,94000,14,,,,,,,,
13685, M,88,20170820,64000,6,,,,,,,,
13686, F,45,20180215,72000,8,,,,,,,,
13687, F,77,20160609,88000,12,,,,,,,,
13688, F,49,20180501,75000,20,,,,,,,,
13689, M,32,20171129,70000,6,,,,,,,,
13690, F,31,20170915,47000,4,,,,,,,,
13691, F,27,20160621,32000,8,,,,,,,,
13692, F,50,20160813,70000,8,,,,,,,,
13693, M,78,20160520,46000,12,,,,,,,,
13694, M,59,20180327,99000,27,,,,,,,,
13695, F,69,20171202,110000,4,,,,,,,,
13696, F,57,20160910,83000,8,,,,,,,,
13697, F,51,20171113,116000,21,,,,,,,,
13698, F,60,20161127,88000,8,,,,,,,,
13699, F,54,20161123,80000,5,,,,,,,,
13700, M,52,20151015,98000,21,,,,,,,,
13701, F,56,20160804,103000,91,,,,,,,,
13702, M,72,20150901,88000,5,,,,,,,,
13703, F,25,20150918,61000,23,,,,,,,,
13704, M,27,20150129,34000,13,,,,,,,,
13705, M,33,20170828,35000,9,,,,,,,,
13706, F,58,20180405,58000,6,,,,,,,,
13707, M,23,20160517,68000,7,,,,,,,,
13708, M,39,20171231,45000,6,,,,,,,,
13709, M,26,20160928,39000,5,,,,,,,,
13710, M,64,20170331,79000,12,,,,,,,,
13711, F,88,20180321,118000,15,,,,,,,,
13712, M,51,20180317,61000,11,,,,,,,,
13713, F,26,20180117,45000,6,,,,,,,,
13714, M,42,20180420,37000,9,,,,,,,,
13715, F,68,20151105,60000,5,,,,,,,,
13716, F,28,20171121,50000,13,,,,,,,,
13717, M,60,20180612,75000,5,,,,,,,,
13718, M,66,20171024,32000,11,,,,,,,,
13719, M,28,20140219,53000,4,,,,,,,,
13720, M,62,20160904,74000,38,,,,,,,,
13721, F,59,20160622,118000,21,,,,,,,,
13722, M,100,20151013,63000,13,,,,,,,,
13723, M,26,20171022,48000,4,,,,,,,,
13724, M,48,20171110,97000,28,,,,,,,,
13725, M,41,20171025,56000,7,,,,,,,,
13726, M,44,20140616,68000,17,,,,,,,,
13727, M,31,20180319,51000,7,,,,,,,,
13728, M,63,20160328,104000,7,,,,,,,,
13729, F,25,20160619,66000,26,,,,,,,,
13730, M,64,20150914,80000,5,,,,,,,,
13731, F,57,20160809,71000,31,,,,,,,,
13732, M,42,20170404,37000,7,,,,,,,,
13733, F,29,20170316,47000,8,,,,,,,,
13734, M,90,20170921,88000,6,,,,,,,,
13735, M,35,20151216,35000,41,,,,,,,,
13736, M,23,20170605,55000,100,,,,,,,,
13737, F,34,20180129,31000,8,,,,,,,,
13738, M,35,20180718,45000,15,,,,,,,,
13739, M,43,20150303,38000,16,,,,,,,,
13740, F,95,20171124,81000,5,,,,,,,,
13741, M,35,20180528,44000,8,,,,,,,,
13742, F,74,20160721,46000,5,,,,,,,,
13743, M,66,20180220,93000,6,,,,,,,,
13744, M,58,20160311,31000,7,,,,,,,,
13745, M,67,20171114,51000,4,,,,,,,,
13746, F,51,20161214,41000,11,,,,,,,,
13747, F,63,20161221,56000,13,,,,,,,,
13748, M,42,20150201,72000,4,,,,,,,,
13749, F,91,20161210,96000,52,,,,,,,,
13750, M,65,20171224,59000,6,,,,,,,,
13751, M,65,20171022,71000,16,,,,,,,,
13752, F,35,20160405,36000,16,,,,,,,,
13753, M,68,20161213,79000,5,,,,,,,,
13754, M,26,20170428,48000,50,,,,,,,,
13755, F,72,20180409,92000,13,,,,,,,,
13756, F,50,20170728,56000,7,,,,,,,,
13757, F,54,20170104,56000,35,,,,,,,,
13758, M,48,20131117,40000,13,,,,,,,,
13759, M,71,20150525,57000,4,,,,,,,,
13760, F,63,20170813,75000,4,,,,,,,,
13761, M,42,20170813,81000,8,,,,,,,,
13762, M,57,20171230,80000,10,,,,,,,,
13763, F,59,20180615,99000,5,,,,,,,,
13764, M,58,20180326,43000,7,,,,,,,,
13765, F,57,20170903,102000,23,,,,,,,,
13766, F,43,20160412,69000,38,,,,,,,,
13767, M,43,20150913,60000,5,,,,,,,,
13768, M,71,20170815,81000,21,,,,,,,,
13769, M,52,20150904,74000,9,,,,,,,,
13770, F,39,20170920,45000,33,,,,,,,,
13771, M,43,20170906,69000,5,,,,,,,,
13772, F,79,20171229,101000,19,,,,,,,,
13773, M,59,20160425,95000,37,,,,,,,,
13774, F,42,20170729,71000,7,,,,,,,,
13775, M,39,20171205,92000,10,,,,,,,,
13776, F,49,20170202,57000,41,,,,,,,,
13777, M,50,20171121,42000,8,,,,,,,,
13778, M,55,20180715,39000,24,,,,,,,,
13779, F,72,20170919,75000,15,,,,,,,,
13780, F,60,20170407,71000,7,,,,,,,,
13781, M,25,20160211,45000,21,,,,,,,,
13782, M,42,20150114,32000,9,,,,,,,,
13783, F,30,20170519,46000,62,,,,,,,,
13784, M,65,20171203,40000,38,,,,,,,,
13785, F,60,20180616,38000,39,,,,,,,,
13786, M,56,20150521,87000,8,,,,,,,,
13787, F,101,20170309,59000,7,,,,,,,,
13788, F,56,20180506,97000,4,,,,,,,,
13789, F,59,20160211,70000,5,,,,,,,,
13790, F,72,20150807,109000,8,,,,,,,,
13791, F,61,20170825,90000,6,,,,,,,,
13792, F,45,20140310,73000,7,,,,,,,,
13793, M,24,20170816,58000,4,,,,,,,,
13794, F,84,20151207,87000,5,,,,,,,,
13795, M,40,20180310,57000,7,,,,,,,,
13796, M,21,20180705,74000,40,,,,,,,,
13797, M,27,20151002,36000,50,,,,,,,,
13798, O,55,20171022,80000,12,,,,,,,,
13799, F,29,20171111,52000,17,,,,,,,,
13800, M,50,20161129,96000,16,,,,,,,,
13801, M,25,20150927,61000,29,,,,,,,,
13802, M,56,20180601,40000,10,,,,,,,,
13803, M,67,20180422,58000,8,,,,,,,,
13804, M,19,20180520,36000,40,,,,,,,,
13805, F,53,20150808,94000,12,,,,,,,,
13806, M,54,20170408,72000,5,,,,,,,,
13807, M,62,20160410,56000,9,,,,,,,,
13808, M,74,20180630,53000,4,,,,,,,,
13809, M,29,20161015,37000,18,,,,,,,,
13810, O,47,20160310,78000,6,,,,,,,,
13811, M,56,20171028,93000,16,,,,,,,,
13812, M,55,20161115,104000,9,,,,,,,,
13813, M,60,20180524,85000,31,,,,,,,,
13814, F,53,20160311,101000,11,,,,,,,,
13815, F,28,20170816,37000,7,,,,,,,,
13816, M,59,20161209,75000,15,,,,,,,,
13817, M,54,20150321,58000,7,,,,,,,,
13818, F,52,20170527,50000,4,,,,,,,,
13819, M,54,20171006,50000,4,,,,,,,,
13820, F,80,20161001,74000,23,,,,,,,,
13821, F,72,20170907,60000,15,,,,,,,,
13822, F,52,20170704,110000,9,,,,,,,,
13823, M,35,20171210,48000,10,,,,,,,,
13824, F,58,20160804,74000,8,,,,,,,,
13825, F,69,20170605,73000,13,,,,,,,,
13826, M,65,20140406,80000,14,,,,,,,,
13827, M,58,20180713,50000,15,,,,,,,,
13828, F,77,20180523,58000,17,,,,,,,,
13829, M,82,20160828,43000,32,,,,,,,,
13830, F,68,20180530,118000,43,,,,,,,,
13831, M,71,20150106,87000,8,,,,,,,,
13832, F,55,20161122,99000,11,,,,,,,,
13833, M,60,20130821,57000,14,,,,,,,,
13834, M,49,20161218,67000,28,,,,,,,,
13835, M,38,20171214,61000,8,,,,,,,,
13836, M,41,20171102,89000,5,,,,,,,,
13837, M,72,20170921,56000,16,,,,,,,,
13838, M,46,20151227,59000,22,,,,,,,,
13839, F,53,20171114,88000,5,,,,,,,,
13840, M,55,20151025,68000,7,,,,,,,,
13841, M,42,20160920,50000,22,,,,,,,,
13842, F,72,20171209,55000,4,,,,,,,,
13843, F,30,20160618,58000,8,,,,,,,,
13844, M,34,20171128,44000,14,,,,,,,,
13845, M,81,20151125,55000,31,,,,,,,,
13846, F,49,20160217,111000,4,,,,,,,,
13847, M,56,20170515,93000,19,,,,,,,,
13848, M,79,20170728,72000,4,,,,,,,,
13849, M,45,20180518,47000,11,,,,,,,,
13850, F,71,20160925,93000,6,,,,,,,,
13851, F,79,20160502,88000,42,,,,,,,,
13852, M,26,20180423,54000,6,,,,,,,,
13853, M,80,20170728,37000,4,,,,,,,,
13854, F,67,20150727,34000,6,,,,,,,,
13855, F,60,20160112,96000,41,,,,,,,,
13856, M,39,20161221,99000,4,,,,,,,,
13857, M,35,20180518,72000,10,,,,,,,,
13858, F,63,20170811,52000,4,,,,,,,,
13859, M,60,20161228,88000,24,,,,,,,,
13860, M,65,20170405,104000,6,,,,,,,,
13861, M,52,20171231,66000,9,,,,,,,,
13862, M,35,20170508,34000,48,,,,,,,,
13863, M,30,20180228,56000,8,,,,,,,,
13864, M,64,20150514,56000,9,,,,,,,,
13865, M,79,20140525,72000,8,,,,,,,,
13866, M,66,20171025,57000,22,,,,,,,,
13867, M,69,20160210,95000,23,,,,,,,,
13868, M,70,20170804,72000,13,,,,,,,,
13869, F,86,20180701,55000,26,,,,,,,,
13870, F,54,20170411,68000,12,,,,,,,,
13871, F,62,20180703,61000,9,,,,,,,,
13872, M,81,20180530,65000,6,,,,,,,,
13873, M,61,20170911,59000,4,,,,,,,,
13874, M,67,20180611,35000,7,,,,,,,,
13875, F,37,20180709,54000,9,,,,,,,,
13876, M,43,20180329,38000,16,,,,,,,,
13877, F,51,20171016,77000,11,,,,,,,,
13878, F,58,20180602,56000,16,,,,,,,,
13879, M,53,20161127,31000,10,,,,,,,,
13880, M,76,20180111,62000,23,,,,,,,,
13881, F,37,20180302,53000,11,,,,,,,,
13882, F,29,20170924,60000,32,,,,,,,,
13883, F,92,20170716,112000,24,,,,,,,,
13884, M,42,20170920,43000,5,,,,,,,,
13885, F,36,20171124,63000,5,,,,,,,,
13886, M,59,20161120,93000,20,,,,,,,,
13887, M,23,20170711,72000,14,,,,,,,,
13888, M,64,20170921,54000,7,,,,,,,,
13889, F,46,20171226,33000,4,,,,,,,,
13890, M,62,20180505,93000,4,,,,,,,,
13891, M,41,20141012,41000,5,,,,,,,,
13892, F,45,20170823,64000,12,,,,,,,,
13893, M,68,20160515,59000,16,,,,,,,,
13894, M,56,20170916,43000,5,,,,,,,,
13895, F,64,20170312,56000,16,,,,,,,,
13896, F,70,20171103,81000,4,,,,,,,,
13897, O,73,20180430,52000,6,,,,,,,,
13898, F,20,20170514,48000,13,,,,,,,,
13899, M,73,20170827,30000,11,,,,,,,,
13900, M,44,20131127,56000,10,,,,,,,,
13901, M,75,20150817,82000,15,,,,,,,,
13902, M,77,20170903,40000,8,,,,,,,,
13903, F,89,20180628,59000,14,,,,,,,,
13904, M,44,20140310,56000,9,,,,,,,,
13905, M,54,20170409,51000,4,,,,,,,,
13906, M,29,20180107,33000,16,,,,,,,,
13907, F,42,20171202,97000,7,,,,,,,,
13908, M,83,20170827,61000,7,,,,,,,,
13909, O,51,20170430,84000,14,,,,,,,,
13910, M,36,20170724,33000,21,,,,,,,,
13911, F,74,20171010,89000,10,,,,,,,,
13912, F,58,20160409,51000,27,,,,,,,,
13913, F,51,20171226,30000,10,,,,,,,,
13914, M,47,20180523,31000,13,,,,,,,,
13915, F,77,20170925,109000,28,,,,,,,,
13916, M,65,20180105,100000,8,,,,,,,,
13917, F,72,20180227,52000,4,,,,,,,,
13918, F,40,20160614,52000,7,,,,,,,,
13919, M,61,20171230,57000,29,,,,,,,,
13920, M,86,20170113,88000,11,,,,,,,,
13921, F,59,20171031,113000,30,,,,,,,,
13922, O,58,20180318,55000,16,,,,,,,,
13923, M,47,20150215,38000,5,,,,,,,,
13924, M,73,20170823,57000,16,,,,,,,,
13925, M,70,20151018,59000,5,,,,,,,,
13926, M,53,20151010,81000,12,,,,,,,,
13927, F,49,20170712,50000,100,,,,,,,,
13928, F,39,20170206,55000,6,,,,,,,,
13929, M,72,20150803,102000,28,,,,,,,,
13930, M,55,20170502,57000,22,,,,,,,,
13931, F,55,20171222,92000,20,,,,,,,,
13932, F,53,20171114,65000,18,,,,,,,,
13933, F,97,20161002,105000,5,,,,,,,,
13934, F,57,20180203,37000,9,,,,,,,,
13935, M,47,20180328,64000,9,,,,,,,,
13936, F,66,20170118,101000,15,,,,,,,,
13937, M,31,20170810,56000,7,,,,,,,,
13938, M,69,20130801,73000,8,,,,,,,,
13939, F,29,20141012,61000,16,,,,,,,,
13940, F,70,20170802,71000,4,,,,,,,,
13941, M,26,20171225,45000,11,,,,,,,,
13942, F,65,20170318,118000,9,,,,,,,,
13943, F,75,20171218,67000,84,,,,,,,,
13944, M,51,20180303,111000,23,,,,,,,,
13945, F,28,20171213,39000,96,,,,,,,,
13946, F,57,20180528,92000,5,,,,,,,,
13947, M,51,20131110,39000,41,,,,,,,,
13948, F,68,20170925,34000,13,,,,,,,,
13949, M,38,20171228,59000,4,,,,,,,,
13950, F,46,20180114,56000,9,,,,,,,,
13951, M,62,20170731,81000,100,,,,,,,,
13952, M,77,20150706,79000,5,,,,,,,,
13953, M,41,20151226,60000,8,,,,,,,,
13954, M,78,20160503,69000,16,,,,,,,,
13955, F,22,20151219,43000,7,,,,,,,,
13956, F,72,20171111,106000,25,,,,,,,,
13957, F,54,20170519,48000,4,,,,,,,,
13958, M,77,20180505,66000,64,,,,,,,,
13959, M,65,20170919,35000,8,,,,,,,,
13960, M,60,20171018,68000,16,,,,,,,,
13961, M,60,20171122,113000,9,,,,,,,,
13962, F,48,20160926,90000,11,,,,,,,,
13963, F,25,20150622,48000,15,,,,,,,,
13964, M,45,20160415,66000,13,,,,,,,,
13965, M,40,20170910,56000,5,,,,,,,,
13966, F,27,20170627,40000,6,,,,,,,,
13967, F,31,20161016,31000,4,,,,,,,,
13968, M,60,20171122,47000,25,,,,,,,,
13969, M,63,20180430,87000,31,,,,,,,,
13970, M,73,20180108,69000,6,,,,,,,,
13971, F,83,20170906,44000,19,,,,,,,,
13972, F,63,20170122,87000,23,,,,,,,,
13973, M,68,20171009,33000,6,,,,,,,,
13974, M,51,20161105,81000,4,,,,,,,,
13975, M,60,20151005,65000,12,,,,,,,,
13976, M,43,20150210,52000,5,,,,,,,,
13977, M,91,20180106,63000,6,,,,,,,,
13978, M,83,20160117,59000,5,,,,,,,,
13979, M,38,20151215,61000,4,,,,,,,,
13980, F,59,20151225,50000,31,,,,,,,,
13981, M,52,20180417,67000,21,,,,,,,,
13982, F,57,20160116,31000,18,,,,,,,,
13983, M,55,20170930,97000,11,,,,,,,,
13984, M,55,20160731,94000,4,,,,,,,,
13985, F,92,20160301,78000,10,,,,,,,,
13986, M,48,20171218,75000,8,,,,,,,,
13987, F,65,20170404,89000,4,,,,,,,,
13988, F,46,20180625,51000,4,,,,,,,,
13989, F,48,20180413,56000,24,,,,,,,,
13990, M,95,20180222,52000,28,,,,,,,,
13991, M,55,20180216,51000,8,,,,,,,,
13992, M,18,20151209,58000,6,,,,,,,,
13993, F,74,20150811,82000,9,,,,,,,,
13994, O,52,20160312,59000,4,,,,,,,,
13995, F,56,20160808,105000,10,,,,,,,,
13996, M,69,20170610,85000,16,,,,,,,,
13997, M,46,20160502,50000,46,,,,,,,,
13998, M,20,20170817,30000,27,,,,,,,,
13999, F,57,20171008,111000,47,,,,,,,,
14000, M,73,20170805,75000,5,,,,,,,,
14001, O,47,20180602,48000,5,,,,,,,,
14002, M,64,20170805,75000,27,,,,,,,,
14003, M,53,20180122,59000,19,,,,,,,,
14004, M,40,20160607,66000,5,,,,,,,,
14005, F,61,20180203,47000,4,,,,,,,,
14006, F,54,20160902,64000,14,,,,,,,,
14007, M,27,20161002,54000,8,,,,,,,,
14008, M,53,20171106,67000,4,,,,,,,,
14009, M,19,20160204,74000,5,,,,,,,,
14010, M,45,20160219,65000,9,,,,,,,,
14011, M,61,20171213,84000,14,,,,,,,,
14012, M,63,20151222,58000,34,,,,,,,,
14013, F,59,20180503,105000,9,,,,,,,,
14014, F,25,20180430,47000,7,,,,,,,,
14015, F,82,20170226,65000,6,,,,,,,,
14016, F,79,20160511,107000,11,,,,,,,,
14017, F,62,20160228,52000,14,,,,,,,,
14018, M,55,20180104,35000,26,,,,,,,,
14019, M,58,20170625,45000,9,,,,,,,,
14020, M,66,20160515,90000,6,,,,,,,,
14021, M,68,20150104,97000,29,,,,,,,,
14022, F,47,20150810,51000,6,,,,,,,,
14023, F,90,20170826,104000,15,,,,,,,,
14024, M,40,20150401,80000,15,,,,,,,,
14025, M,56,20160519,93000,14,,,,,,,,
14026, M,59,20171029,95000,15,,,,,,,,
14027, M,33,20160124,55000,11,,,,,,,,
14028, M,43,20171217,30000,7,,,,,,,,
14029, F,69,20130906,79000,5,,,,,,,,
14030, M,47,20180126,31000,4,,,,,,,,
14031, O,66,20171221,40000,56,,,,,,,,
14032, F,55,20150312,83000,15,,,,,,,,
14033, M,38,20180516,84000,4,,,,,,,,
14034, F,59,20170830,86000,5,,,,,,,,
14035, M,50,20160501,63000,31,,,,,,,,
14036, F,52,20160527,83000,4,,,,,,,,
14037, M,58,20140422,68000,6,,,,,,,,
14038, M,62,20171104,61000,5,,,,,,,,
14039, F,58,20150810,108000,12,,,,,,,,
14040, M,85,20160624,53000,5,,,,,,,,
14041, F,71,20160403,85000,12,,,,,,,,
14042, F,68,20160117,75000,8,,,,,,,,
14043, M,63,20150814,62000,6,,,,,,,,
14044, M,51,20151130,72000,8,,,,,,,,
14045, F,87,20171201,115000,8,,,,,,,,
14046, M,53,20180128,40000,4,,,,,,,,
14047, M,58,20160227,49000,13,,,,,,,,
14048, M,62,20170209,59000,10,,,,,,,,
14049, F,52,20180722,76000,8,,,,,,,,
14050, M,43,20180119,37000,58,,,,,,,,
14051, F,95,20180715,57000,18,,,,,,,,
14052, M,52,20151024,119000,11,,,,,,,,
14053, F,72,20160310,63000,28,,,,,,,,
14054, M,30,20170322,74000,13,,,,,,,,
14055, F,56,20171004,71000,9,,,,,,,,
14056, M,65,20150717,31000,12,,,,,,,,
14057, F,36,20171127,58000,6,,,,,,,,
14058, F,72,20161014,105000,7,,,,,,,,
14059, M,38,20130815,75000,7,,,,,,,,
14060, M,64,20180216,56000,7,,,,,,,,
14061, F,30,20170323,33000,52,,,,,,,,
14062, F,32,20170823,73000,8,,,,,,,,
14063, M,68,20170811,31000,10,,,,,,,,
14064, M,47,20171103,34000,11,,,,,,,,
14065, M,91,20160407,35000,4,,,,,,,,
14066, M,20,20180427,57000,5,,,,,,,,
14067, F,78,20170201,73000,5,,,,,,,,
14068, M,62,20180409,65000,9,,,,,,,,
14069, M,40,20151214,70000,4,,,,,,,,
14070, M,43,20180126,86000,6,,,,,,,,
14071, M,30,20170924,50000,16,,,,,,,,
14072, M,77,20151227,37000,24,,,,,,,,
14073, M,31,20171114,41000,5,,,,,,,,
14074, M,68,20180311,68000,24,,,,,,,,
14075, M,74,20180523,47000,20,,,,,,,,
14076, M,65,20170831,70000,4,,,,,,,,
14077, F,54,20161122,70000,55,,,,,,,,
14078, M,24,20180407,39000,15,,,,,,,,
14079, M,47,20171013,94000,7,,,,,,,,
14080, F,89,20180321,85000,41,,,,,,,,
14081, F,48,20170802,34000,32,,,,,,,,
14082, M,33,20150801,33000,24,,,,,,,,
14083, F,58,20170927,118000,4,,,,,,,,
14084, M,48,20171107,47000,26,,,,,,,,
14085, F,28,20171015,54000,4,,,,,,,,
14086, F,73,20171225,101000,16,,,,,,,,
14087, F,68,20180607,67000,4,,,,,,,,
14088, F,38,20180401,41000,10,,,,,,,,
